|bowler|venue|final_score_ball|matches
3139|SW Tait|Feroz Shah Kotla|8.163749999999999|1
3140|SW Tait|Holkar Cricket Stadium|6.288749999999999|1
3141|SW Tait|M Chinnaswamy Stadium|6.288749999999999|1
3142|SW Tait|MA Chidambaram Stadium, Chepauk|6.288749999999999|1
3143|SW Tait|Punjab Cricket Association Stadium, Mohali|11.295|1
3144|SW Tait|Rajiv Gandhi International Stadium, Uppal|6.288749999999999|1
3145|SW Tait|Sardar Patel Stadium, Motera|9.101249999999999|1
3146|SW Tait|Sawai Mansingh Stadium|7.844999999999999|1
3147|SW Tait|Subrata Roy Sahara Stadium|11.913749999999999|1
3148|Sachin Baby|M Chinnaswamy Stadium|9.7875|1
3149|Sandeep Sharma|Barabati Stadium|8.0205|1
3150|Sandeep Sharma|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|9.8955|1
3151|Sandeep Sharma|Dubai International Cricket Stadium|32.997499999999995|2
3152|Sandeep Sharma|Eden Gardens|29.241249999999997|2
3153|Sandeep Sharma|Feroz Shah Kotla|30.32875|2
3154|Sandeep Sharma|Himachal Pradesh Cricket Association Stadium|11.7705|1
3155|Sandeep Sharma|Holkar Cricket Stadium|8.958|1
3156|Sandeep Sharma|M Chinnaswamy Stadium|10.458|1
3157|Sandeep Sharma|M.Chinnaswamy Stadium|20.901999999999997|1
3158|Sandeep Sharma|MA Chidambaram Stadium, Chepauk|27.984999999999996|2
3159|Sandeep Sharma|Maharashtra Cricket Association Stadium|30.7975|2
3160|Sandeep Sharma|Punjab Cricket Association IS Bindra Stadium, Mohali|35.1725|2
3161|Sandeep Sharma|Punjab Cricket Association Stadium, Mohali|8.958|1
3162|Sandeep Sharma|Rajiv Gandhi International Stadium, Uppal|31.072499999999998|2
3163|Sandeep Sharma|Sardar Patel Stadium, Motera|8.958|1
3164|Sandeep Sharma|Saurashtra Cricket Association Stadium|9.8955|1
3165|Sandeep Sharma|Sawai Mansingh Stadium|20.901999999999997|1
3166|Sandeep Sharma|Sharjah Cricket Stadium|35.67875|2
3167|Sandeep Sharma|Sheikh Zayed Stadium|30.67875|2
3168|Sandeep Sharma|Wankhede Stadium|31.7725|2
3169|Shahid Afridi|Dr DY Patil Sports Academy|8.8125|1
3170|Shahid Afridi|Feroz Shah Kotla|5.0625|1
3171|Shahid Afridi|M Chinnaswamy Stadium|6.9375|1
3172|Shahid Afridi|MA Chidambaram Stadium, Chepauk|6.9375|1
3173|Shahid Afridi|Rajiv Gandhi International Stadium, Uppal|6.9375|1
3174|Shahid Afridi|Sawai Mansingh Stadium|5.0625|1
3175|Shakib Al Hasan|Barabati Stadium|7.270499999999999|1
3176|Shakib Al Hasan|Brabourne Stadium|5.395499999999999|1
3177|Shakib Al Hasan|Dr DY Patil Sports Academy|9.1455|1
3178|Shakib Al Hasan|Dubai International Cricket Stadium|5.395499999999999|1
3179|Shakib Al Hasan|Eden Gardens|27.3725|2
3180|Shakib Al Hasan|Feroz Shah Kotla|30.485|2
3181|Shakib Al Hasan|JSCA International Stadium Complex|9.1455|1
3182|Shakib Al Hasan|M Chinnaswamy Stadium|7.270499999999999|1
3183|Shakib Al Hasan|M.Chinnaswamy Stadium|12.5895|1
3184|Shakib Al Hasan|MA Chidambaram Stadium, Chepauk|19.86|2
3185|Shakib Al Hasan|Maharashtra Cricket Association Stadium|24.234999999999996|2
3186|Shakib Al Hasan|Punjab Cricket Association IS Bindra Stadium, Mohali|17.985|2
3187|Shakib Al Hasan|Rajiv Gandhi International Stadium, Uppal|24.847499999999997|2
3188|Shakib Al Hasan|Sardar Patel Stadium, Motera|7.270499999999999|1
3189|Shakib Al Hasan|Sawai Mansingh Stadium|23.9225|2
3190|Shakib Al Hasan|Sheikh Zayed Stadium|7.270499999999999|1
3191|Shakib Al Hasan|Subrata Roy Sahara Stadium|8.208|1
3192|Shakib Al Hasan|Wankhede Stadium|22.24125|2
3193|Shivam Mavi|Dubai International Cricket Stadium|16.04225|1
3194|Shivam Mavi|Eden Gardens|9.47975|1
3195|Shivam Mavi|Feroz Shah Kotla|16.04225|1
3196|Shivam Mavi|M.Chinnaswamy Stadium|7.29225|1
3197|Shivam Mavi|Sawai Mansingh Stadium|16.04225|1
3198|Shivam Mavi|Sharjah Cricket Stadium|7.29225|1
3199|Shivam Mavi|Sheikh Zayed Stadium|11.66725|1
3200|Shivam Sharma|Feroz Shah Kotla|4.5|1
3201|Shivam Sharma|M Chinnaswamy Stadium|8.25|1
3202|Shivam Sharma|Punjab Cricket Association Stadium, Mohali|4.5|1
3203|Shivam Sharma|Rajiv Gandhi International Stadium, Uppal|6.375|1
3204|Shivam Sharma|Sardar Patel Stadium, Motera|6.375|1
3205|Shoaib Ahmed|Buffalo Park|5.8934999999999995|1
3206|Shoaib Ahmed|De Beers Diamond Oval|7.7684999999999995|1
3207|Shoaib Ahmed|Kingsmead|4.0184999999999995|1
3208|Shoaib Ahmed|St George's Park|4.0184999999999995|1
3209|Shoaib Ahmed|SuperSport Park|5.8934999999999995|1
3210|Shoaib Akhtar|Eden Gardens|13.72425|1
3211|Shoaib Akhtar|Wankhede Stadium|11.84925|1
3212|Shoaib Malik|Dr DY Patil Sports Academy|4.125|1
3213|Shoaib Malik|Feroz Shah Kotla|2.25|1
3214|Shoaib Malik|MA Chidambaram Stadium, Chepauk|2.25|1
3215|Shoaib Malik|Punjab Cricket Association Stadium, Mohali|4.125|1
3216|Sohail Tanvir|Dr DY Patil Sports Academy|13.127999999999998|1
3217|Sohail Tanvir|Eden Gardens|17.8155|1
3218|Sohail Tanvir|M Chinnaswamy Stadium|12.190499999999998|1
3219|Sohail Tanvir|MA Chidambaram Stadium, Chepauk|17.8155|1
3220|Sohail Tanvir|Sawai Mansingh Stadium|18.5655|1
3221|Sohail Tanvir|Wankhede Stadium|12.190499999999998|1
3222|Sunny Gupta|MA Chidambaram Stadium, Chepauk|-0.6749999999999999|1
3223|Swapnil Singh|Eden Gardens|1.125|1
3224|Swapnil Singh|Holkar Cricket Stadium|2.0625|1
3225|Swapnil Singh|Maharashtra Cricket Association Stadium|1.125|1
3226|Swapnil Singh|Punjab Cricket Association IS Bindra Stadium, Mohali|1.125|1
3227|T Henderson|Kingsmead|3.2624999999999997|1
3228|T Henderson|Newlands|5.1375|1
3229|T Natarajan|Dubai International Cricket Stadium|10.93575|1
3230|T Natarajan|Holkar Cricket Stadium|2.81175|1
3231|T Natarajan|M Chinnaswamy Stadium|1.87425|1
3232|T Natarajan|Punjab Cricket Association IS Bindra Stadium, Mohali|2.81175|1
3233|T Natarajan|Saurashtra Cricket Association Stadium|1.87425|1
3234|T Natarajan|Sharjah Cricket Stadium|5.817|1
3235|T Natarajan|Sheikh Zayed Stadium|9.62325|1
3236|T Shamsi|M Chinnaswamy Stadium|4.21875|1
3237|T Shamsi|Maharashtra Cricket Association Stadium|6.09375|1
3238|T Shamsi|Rajiv Gandhi International Stadium, Uppal|6.09375|1
3239|T Shamsi|Saurashtra Cricket Association Stadium|6.09375|1
3240|T Thushara|Kingsmead|11.24925|1
3241|T Thushara|MA Chidambaram Stadium, Chepauk|10.31175|1
3242|T Thushara|Newlands|9.37425|1
3243|T Thushara|Sardar Patel Stadium, Motera|14.99925|1
3244|T Thushara|Vidarbha Cricket Association Stadium, Jamtha|7.499249999999999|1
3245|TA Boult|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|28.112499999999997|2
3246|TA Boult|Dubai International Cricket Stadium|24.928749999999997|1
3247|TA Boult|Eden Gardens|32.4875|2
3248|TA Boult|Feroz Shah Kotla|31.393749999999997|2
3249|TA Boult|M Chinnaswamy Stadium|10.308749999999998|1
3250|TA Boult|M.Chinnaswamy Stadium|19.678749999999997|1
3251|TA Boult|MA Chidambaram Stadium, Chepauk|25.612499999999997|2
3252|TA Boult|Maharashtra Cricket Association Stadium|19.678749999999997|1
3253|TA Boult|Punjab Cricket Association IS Bindra Stadium, Mohali|19.678749999999997|1
3254|TA Boult|Punjab Cricket Association Stadium, Mohali|12.183749999999998|1
3255|TA Boult|Rajiv Gandhi International Stadium, Uppal|22.799999999999997|2
3256|TA Boult|Saurashtra Cricket Association Stadium|8.433749999999998|1
3257|TA Boult|Sawai Mansingh Stadium|19.678749999999997|1
3258|TA Boult|Sharjah Cricket Stadium|28.428749999999997|1
3259|TA Boult|Sheikh Zayed Stadium|20.203749999999996|1
3260|TA Boult|Wankhede Stadium|28.424999999999997|2
3261|TG Southee|Brabourne Stadium|4.0725|1
3262|TG Southee|Dr DY Patil Sports Academy|5.947500000000001|1
3263|TG Southee|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|5.32875|1
3264|TG Southee|Dubai International Cricket Stadium|4.0725|1
3265|TG Southee|Eden Gardens|5.947500000000001|1
3266|TG Southee|Feroz Shah Kotla|13.575|2
3267|TG Southee|Holkar Cricket Stadium|9.5025|1
3268|TG Southee|M Chinnaswamy Stadium|6.566250000000001|1
3269|TG Southee|M.Chinnaswamy Stadium|11.690000000000001|1
3270|TG Southee|MA Chidambaram Stadium, Chepauk|5.947500000000001|1
3271|TG Southee|Maharashtra Cricket Association Stadium|16.06875|2
3272|TG Southee|Nehru Stadium|4.0725|1
3273|TG Southee|Punjab Cricket Association IS Bindra Stadium, Mohali|7.822500000000001|1
3274|TG Southee|Punjab Cricket Association Stadium, Mohali|5.947500000000001|1
3275|TG Southee|Rajiv Gandhi International Stadium, Uppal|41.075|2
3276|TG Southee|Sardar Patel Stadium, Motera|5.010000000000001|1
3277|TG Southee|Sawai Mansingh Stadium|13.877500000000001|1
3278|TG Southee|Sheikh Zayed Stadium|4.0725|1
3279|TG Southee|Wankhede Stadium|5.478750000000001|1
3280|TK Curran|Dubai International Cricket Stadium|18.549999999999997|1
3281|TK Curran|Eden Gardens|17.10625|1
3282|TK Curran|MA Chidambaram Stadium, Chepauk|22.924999999999997|1
3283|TK Curran|Sawai Mansingh Stadium|22.924999999999997|1
3284|TK Curran|Sharjah Cricket Stadium|18.549999999999997|1
3285|TK Curran|Sheikh Zayed Stadium|14.174999999999999|1
3286|TL Suman|Buffalo Park|4.944|1
3287|TL Suman|De Beers Diamond Oval|6.819|1
3288|TL Suman|Dr DY Patil Sports Academy|3.069|1
3289|TL Suman|MA Chidambaram Stadium, Chepauk|3.069|1
3290|TL Suman|New Wanderers Stadium|4.944|1
3291|TL Suman|Punjab Cricket Association Stadium, Mohali|3.069|1
3292|TL Suman|Subrata Roy Sahara Stadium|4.944|1
3293|TL Suman|SuperSport Park|4.944|1
3294|TL Suman|Wankhede Stadium|3.069|1
3295|TM Dilshan|Eden Gardens|1.125|1
3296|TM Dilshan|Feroz Shah Kotla|1.74375|1
3297|TM Dilshan|Kingsmead|1.125|1
3298|TM Dilshan|M Chinnaswamy Stadium|1.5|1
3299|TM Dilshan|MA Chidambaram Stadium, Chepauk|2.0625|1
3300|TM Dilshan|Nehru Stadium|3.0|1
3301|TM Dilshan|New Wanderers Stadium|1.125|1
3302|TM Dilshan|OUTsurance Oval|1.125|1
3303|TM Dilshan|Punjab Cricket Association Stadium, Mohali|3.0|1
3304|TM Dilshan|Rajiv Gandhi International Stadium, Uppal|1.125|1
3305|TM Dilshan|SuperSport Park|1.125|1
3306|TM Head|Feroz Shah Kotla|5.325|1
3307|TM Head|M Chinnaswamy Stadium|1.575|1
3308|TM Head|Rajiv Gandhi International Stadium, Uppal|1.575|1
3309|TM Head|Saurashtra Cricket Association Stadium|3.4499999999999997|1
3310|TP Sudhindra|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|3.07425|1
3311|TP Sudhindra|Punjab Cricket Association Stadium, Mohali|1.19925|1
3312|TP Sudhindra|Rajiv Gandhi International Stadium, Uppal|1.19925|1
3313|TS Mills|Eden Gardens|9.375|1
3314|TS Mills|Holkar Cricket Stadium|7.5|1
3315|TS Mills|M Chinnaswamy Stadium|5.625|1
3316|TS Mills|M.Chinnaswamy Stadium|7.5|1
3317|TS Mills|Rajiv Gandhi International Stadium, Uppal|7.5|1
3318|Tejas Baroka|Rajiv Gandhi International Stadium, Uppal|0.0|1
3319|UT Yadav|Barabati Stadium|7.027499999999999|1
3320|UT Yadav|Brabourne Stadium|9.521249999999998|1
3321|UT Yadav|Dr DY Patil Sports Academy|5.771249999999999|1
3322|UT Yadav|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|7.646249999999998|1
3323|UT Yadav|Dubai International Cricket Stadium|15.653749999999997|1
3324|UT Yadav|Eden Gardens|29.599999999999994|2
3325|UT Yadav|Feroz Shah Kotla|24.162499999999994|2
3326|UT Yadav|Himachal Pradesh Cricket Association Stadium|8.583749999999998|1
3327|UT Yadav|Holkar Cricket Stadium|26.591249999999995|1
3328|UT Yadav|M Chinnaswamy Stadium|8.47125|1
3329|UT Yadav|M.Chinnaswamy Stadium|18.934999999999995|1
3330|UT Yadav|MA Chidambaram Stadium, Chepauk|20.737499999999997|2
3331|UT Yadav|Maharashtra Cricket Association Stadium|31.11874999999999|2
3332|UT Yadav|Nehru Stadium|5.771249999999999|1
3333|UT Yadav|Punjab Cricket Association IS Bindra Stadium, Mohali|22.049999999999997|2
3334|UT Yadav|Rajiv Gandhi International Stadium, Uppal|24.706249999999997|2
3335|UT Yadav|Sardar Patel Stadium, Motera|5.771249999999999|1
3336|UT Yadav|Sawai Mansingh Stadium|26.737499999999994|2
3337|UT Yadav|Shaheed Veer Narayan Singh International Stadium|9.521249999999998|1
3338|UT Yadav|Sharjah Cricket Stadium|7.646249999999998|1
3339|UT Yadav|Sheikh Zayed Stadium|5.771249999999999|1
3340|UT Yadav|Subrata Roy Sahara Stadium|7.027499999999999|1
3341|UT Yadav|Wankhede Stadium|25.018749999999994|2
3342|Umar Gul|Eden Gardens|16.368|1
3343|Umar Gul|Punjab Cricket Association Stadium, Mohali|15.74925|1
3344|Umar Gul|Rajiv Gandhi International Stadium, Uppal|13.87425|1
3345|Umar Gul|Sawai Mansingh Stadium|19.49925|1
3346|V Kohli|Dr DY Patil Sports Academy|0.8662500000000001|1
3347|V Kohli|Eden Gardens|0.8662500000000001|1
3348|V Kohli|Feroz Shah Kotla|0.8662500000000001|1
3349|V Kohli|Himachal Pradesh Cricket Association Stadium|0.8662500000000001|1
3350|V Kohli|M Chinnaswamy Stadium|1.12875|1
3351|V Kohli|MA Chidambaram Stadium, Chepauk|0.8662500000000001|1
3352|V Kohli|Nehru Stadium|2.7412499999999995|1
3353|V Kohli|New Wanderers Stadium|0.8662500000000001|1
3354|V Kohli|Punjab Cricket Association Stadium, Mohali|0.8662500000000001|1
3355|V Kohli|Rajiv Gandhi International Stadium, Uppal|4.61625|1
3356|V Kohli|Sardar Patel Stadium, Motera|2.7412499999999995|1
3357|V Kohli|Sawai Mansingh Stadium|0.8662500000000001|1
3358|V Kohli|St George's Park|0.8662500000000001|1
3359|V Kohli|SuperSport Park|0.8662500000000001|1
3360|V Kohli|Vidarbha Cricket Association Stadium, Jamtha|0.8662500000000001|1
3361|V Kohli|Wankhede Stadium|0.8662500000000001|1
3362|V Pratap Singh|Barabati Stadium|8.1255|1
3363|V Pratap Singh|Feroz Shah Kotla|8.1255|1
3364|V Pratap Singh|M Chinnaswamy Stadium|8.1255|1
3365|V Pratap Singh|MA Chidambaram Stadium, Chepauk|10.0005|1
3366|V Pratap Singh|Rajiv Gandhi International Stadium, Uppal|9.38175|1
3367|V Pratap Singh|Wankhede Stadium|8.1255|1
3368|V Sehwag|Dr DY Patil Sports Academy|3.4499999999999997|1
3369|V Sehwag|Eden Gardens|1.575|1
3370|V Sehwag|Feroz Shah Kotla|1.8375|1
3371|V Sehwag|MA Chidambaram Stadium, Chepauk|3.4499999999999997|1
3372|V Sehwag|Sawai Mansingh Stadium|2.5124999999999997|1
3373|V Sehwag|SuperSport Park|1.575|1
3374|V Shankar|Dubai International Cricket Stadium|4.33125|1
3375|V Shankar|Eden Gardens|1.0499999999999998|1
3376|V Shankar|Feroz Shah Kotla|1.0499999999999998|1
3377|V Shankar|JSCA International Stadium Complex|0.44999999999999996|1
3378|V Shankar|M.Chinnaswamy Stadium|1.0499999999999998|1
3379|V Shankar|Maharashtra Cricket Association Stadium|5.425|1
3380|V Shankar|Rajiv Gandhi International Stadium, Uppal|3.2375|1
3381|V Shankar|Sheikh Zayed Stadium|5.425|1
3382|VR Aaron|Dubai International Cricket Stadium|21.652499999999996|2
3383|VR Aaron|Eden Gardens|29.464999999999996|2
3384|VR Aaron|Feroz Shah Kotla|20.714999999999996|2
3385|VR Aaron|Himachal Pradesh Cricket Association Stadium|5.37075|1
3386|VR Aaron|Holkar Cricket Stadium|9.12075|1
3387|VR Aaron|JSCA International Stadium Complex|9.12075|1
3388|VR Aaron|M Chinnaswamy Stadium|6.15825|1
3389|VR Aaron|M.Chinnaswamy Stadium|12.531749999999999|1
3390|VR Aaron|MA Chidambaram Stadium, Chepauk|7.245749999999999|1
3391|VR Aaron|Punjab Cricket Association IS Bindra Stadium, Mohali|6.627|1
3392|VR Aaron|Rajiv Gandhi International Stadium, Uppal|7.8645|1
3393|VR Aaron|Sawai Mansingh Stadium|16.90675|1
3394|VR Aaron|Sharjah Cricket Stadium|21.652499999999996|2
3395|VR Aaron|Sheikh Zayed Stadium|12.531749999999999|1
3396|VR Aaron|Subrata Roy Sahara Stadium|7.245749999999999|1
3397|VR Aaron|Wankhede Stadium|6.30825|1
3398|VRV Singh|Eden Gardens|7.50075|1
3399|VRV Singh|Feroz Shah Kotla|3.75075|1
3400|VRV Singh|Himachal Pradesh Cricket Association Stadium|3.75075|1
3401|VRV Singh|Kingsmead|5.62575|1
3402|VRV Singh|M Chinnaswamy Stadium|7.50075|1
3403|VRV Singh|MA Chidambaram Stadium, Chepauk|5.62575|1
3404|VRV Singh|Newlands|3.75075|1
3405|VRV Singh|Punjab Cricket Association Stadium, Mohali|5.944500000000001|1
3406|VRV Singh|Rajiv Gandhi International Stadium, Uppal|3.75075|1
3407|VRV Singh|SuperSport Park|3.75075|1
3408|VRV Singh|Wankhede Stadium|6.56325|1
3409|VS Malik|Brabourne Stadium|2.5965|1
3410|VS Malik|Eden Gardens|2.5965|1
3411|VS Malik|Feroz Shah Kotla|6.3465|1
3412|VS Malik|Himachal Pradesh Cricket Association Stadium|4.4715|1
3413|VS Malik|Kingsmead|3.8527499999999995|1
3414|VS Malik|Newlands|2.5965|1
3415|VS Malik|Punjab Cricket Association Stadium, Mohali|3.534|1
3416|VS Malik|Rajiv Gandhi International Stadium, Uppal|2.5965|1
3417|VS Malik|Sawai Mansingh Stadium|2.5965|1
3418|VS Malik|St George's Park|2.5965|1
3419|VS Yeligati|MA Chidambaram Stadium, Chepauk|-0.6749999999999999|1
3420|VS Yeligati|Wankhede Stadium|-0.6749999999999999|1
3421|VY Mahesh|Dr DY Patil Sports Academy|12.67875|1
3422|VY Mahesh|Eden Gardens|10.80375|1
3423|VY Mahesh|Feroz Shah Kotla|11.422500000000001|1
3424|VY Mahesh|Himachal Pradesh Cricket Association Stadium|7.053750000000001|1
3425|VY Mahesh|M Chinnaswamy Stadium|7.053750000000001|1
3426|VY Mahesh|MA Chidambaram Stadium, Chepauk|7.991250000000001|1
3427|VY Mahesh|Newlands|8.92875|1
3428|VY Mahesh|Punjab Cricket Association Stadium, Mohali|8.92875|1
3429|VY Mahesh|Rajiv Gandhi International Stadium, Uppal|8.92875|1
3430|VY Mahesh|Sawai Mansingh Stadium|8.92875|1
3431|VY Mahesh|Subrata Roy Sahara Stadium|8.92875|1
3432|VY Mahesh|Wankhede Stadium|10.80375|1
3433|WA Mota|De Beers Diamond Oval|5.09025|1
3434|WA Mota|Kingsmead|4.152749999999999|1
3435|WA Mota|New Wanderers Stadium|3.2152499999999997|1
3436|WA Mota|OUTsurance Oval|5.09025|1
3437|WA Mota|Punjab Cricket Association Stadium, Mohali|5.09025|1
3438|WA Mota|Sawai Mansingh Stadium|3.2152499999999997|1
3439|WD Parnell|Barabati Stadium|7.6034999999999995|1
3440|WD Parnell|Dr DY Patil Sports Academy|8.353499999999999|1
3441|WD Parnell|Dubai International Cricket Stadium|5.7284999999999995|1
3442|WD Parnell|Eden Gardens|5.7284999999999995|1
3443|WD Parnell|Feroz Shah Kotla|7.6034999999999995|1
3444|WD Parnell|JSCA International Stadium Complex|11.353499999999999|1
3445|WD Parnell|Punjab Cricket Association Stadium, Mohali|9.478499999999999|1
3446|WD Parnell|Rajiv Gandhi International Stadium, Uppal|7.6034999999999995|1
3447|WD Parnell|Sawai Mansingh Stadium|11.353499999999999|1
3448|WD Parnell|Sharjah Cricket Stadium|6.6659999999999995|1
3449|WD Parnell|Subrata Roy Sahara Stadium|7.9784999999999995|1
3450|WD Parnell|Wankhede Stadium|7.6034999999999995|1
3451|WPUJC Vaas|Barabati Stadium|12.891|1
3452|WPUJC Vaas|De Beers Diamond Oval|11.9535|1
3453|WPUJC Vaas|Dr DY Patil Sports Academy|11.9535|1
3454|WPUJC Vaas|Eden Gardens|11.9535|1
3455|WPUJC Vaas|Feroz Shah Kotla|10.0785|1
3456|WPUJC Vaas|Kingsmead|13.8285|1
3457|WPUJC Vaas|MA Chidambaram Stadium, Chepauk|13.8285|1
3458|WPUJC Vaas|Rajiv Gandhi International Stadium, Uppal|10.0785|1
3459|WPUJC Vaas|Sardar Patel Stadium, Motera|8.2035|1
3460|Washington Sundar|Dubai International Cricket Stadium|12.38125|1
3461|Washington Sundar|Eden Gardens|23.125|2
3462|Washington Sundar|Feroz Shah Kotla|21.25|2
3463|Washington Sundar|M.Chinnaswamy Stadium|14.2625|1
3464|Washington Sundar|Maharashtra Cricket Association Stadium|5.4375|1
3465|Washington Sundar|Rajiv Gandhi International Stadium, Uppal|4.5|1
3466|Washington Sundar|Sharjah Cricket Stadium|16.318749999999998|1
3467|Washington Sundar|Sheikh Zayed Stadium|12.25|1
3468|Washington Sundar|Wankhede Stadium|18.75|2
3469|Y Gnaneswara Rao|Holkar Cricket Stadium|0.44999999999999996|1
3470|Y Nagar|Barabati Stadium|4.0125|1
3471|Y Nagar|Feroz Shah Kotla|2.5124999999999997|1
3472|Y Nagar|New Wanderers Stadium|5.8875|1
3473|Y Nagar|Rajiv Gandhi International Stadium, Uppal|2.1374999999999997|1
3474|Y Prithvi Raj|Eden Gardens|4.9875|1
3475|Y Prithvi Raj|Rajiv Gandhi International Stadium, Uppal|9.362499999999999|1
3476|Y Venugopal Rao|De Beers Diamond Oval|1.6875|1
3477|Y Venugopal Rao|Dr DY Patil Sports Academy|1.6875|1
3478|Y Venugopal Rao|Dubai International Cricket Stadium|1.6875|1
3479|Y Venugopal Rao|Eden Gardens|1.6875|1
3480|Y Venugopal Rao|Feroz Shah Kotla|1.6875|1
3481|Y Venugopal Rao|Kingsmead|2.625|1
3482|Y Venugopal Rao|New Wanderers Stadium|3.5625|1
3483|Y Venugopal Rao|Punjab Cricket Association Stadium, Mohali|1.6875|1
3484|Y Venugopal Rao|Rajiv Gandhi International Stadium, Uppal|2.625|1
3485|Y Venugopal Rao|Sawai Mansingh Stadium|1.6875|1
3486|Y Venugopal Rao|St George's Park|5.4375|1
3487|Y Venugopal Rao|SuperSport Park|1.6875|1
3488|YA Abdulla|Kingsmead|11.994000000000002|1
3489|YA Abdulla|M Chinnaswamy Stadium|8.244|1
3490|YA Abdulla|Newlands|11.056500000000002|1
3491|YA Abdulla|Punjab Cricket Association Stadium, Mohali|10.119000000000002|1
3492|YA Abdulla|St George's Park|10.119000000000002|1
3493|YA Abdulla|SuperSport Park|8.244|1
3494|YK Pathan|Barabati Stadium|2.9137499999999994|1
3495|YK Pathan|Brabourne Stadium|2.9137499999999994|1
3496|YK Pathan|De Beers Diamond Oval|5.726249999999999|1
3497|YK Pathan|Dr DY Patil Sports Academy|7.601249999999999|1
3498|YK Pathan|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|2.9137499999999994|1
3499|YK Pathan|Eden Gardens|4.076249999999999|1
3500|YK Pathan|Feroz Shah Kotla|3.2887499999999994|1
3501|YK Pathan|Green Park|2.9137499999999994|1
3502|YK Pathan|JSCA International Stadium Complex|2.9137499999999994|1
3503|YK Pathan|Kingsmead|3.8512499999999994|1
3504|YK Pathan|M Chinnaswamy Stadium|2.9137499999999994|1
3505|YK Pathan|MA Chidambaram Stadium, Chepauk|3.5324999999999993|1
3506|YK Pathan|Nehru Stadium|4.788749999999999|1
3507|YK Pathan|Newlands|2.9137499999999994|1
3508|YK Pathan|OUTsurance Oval|2.9137499999999994|1
3509|YK Pathan|Punjab Cricket Association IS Bindra Stadium, Mohali|4.788749999999999|1
