Player|venue|career_dream11_score
M Vohra|Saurashtra Cricket Association Stadium|9.27
M Vohra|Sawai Mansingh Stadium|9.34
M Vohra|Subrata Roy Sahara Stadium|12.34
M Vohra|Wankhede Stadium|10.43
MA Agarwal|Brabourne Stadium|9.21
MA Agarwal|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|8.72
MA Agarwal|Dubai International Cricket Stadium|26.61
MA Agarwal|Eden Gardens|25.78
MA Agarwal|Feroz Shah Kotla|23.43
MA Agarwal|Holkar Cricket Stadium|20.48
MA Agarwal|M Chinnaswamy Stadium|9.76
MA Agarwal|M.Chinnaswamy Stadium|19.29
MA Agarwal|MA Chidambaram Stadium, Chepauk|21.6
MA Agarwal|Maharashtra Cricket Association Stadium|10.73
MA Agarwal|Nehru Stadium|10.86
MA Agarwal|Punjab Cricket Association IS Bindra Stadium, Mohali|19.17
MA Agarwal|Punjab Cricket Association Stadium, Mohali|8.5
MA Agarwal|Rajiv Gandhi International Stadium, Uppal|23.87
MA Agarwal|Sardar Patel Stadium, Motera|9.66
MA Agarwal|Sawai Mansingh Stadium|24.8
MA Agarwal|Sharjah Cricket Stadium|33.48
MA Agarwal|Sheikh Zayed Stadium|26.21
MA Agarwal|Wankhede Stadium|9.66
MC Juneja|Eden Gardens|4.39
MC Juneja|Feroz Shah Kotla|4.75
MC Juneja|M Chinnaswamy Stadium|5.07
MC Juneja|Wankhede Stadium|7.47
MD Mishra|Barabati Stadium|4.26
MD Mishra|Brabourne Stadium|4.56
MD Mishra|Dr DY Patil Sports Academy|4.95
MD Mishra|Eden Gardens|6.36
MD Mishra|Feroz Shah Kotla|6.06
MD Mishra|Himachal Pradesh Cricket Association Stadium|5.69
MD Mishra|M Chinnaswamy Stadium|4.86
MD Mishra|MA Chidambaram Stadium, Chepauk|4.86
MD Mishra|Subrata Roy Sahara Stadium|4.49
MD Mishra|Vidarbha Cricket Association Stadium, Jamtha|6.51
MD Mishra|Wankhede Stadium|5.09
MDKJ Perera|Feroz Shah Kotla|2.74
MDKJ Perera|Subrata Roy Sahara Stadium|1.69
MEK Hussey|Brabourne Stadium|16.56
MEK Hussey|Dr DY Patil Sports Academy|14.31
MEK Hussey|Dubai International Cricket Stadium|14.27
MEK Hussey|Eden Gardens|15.37
MEK Hussey|Feroz Shah Kotla|19.3
MEK Hussey|Himachal Pradesh Cricket Association Stadium|14.16
MEK Hussey|JSCA International Stadium Complex|17.83
MEK Hussey|M Chinnaswamy Stadium|15.62
MEK Hussey|MA Chidambaram Stadium, Chepauk|16.66
MEK Hussey|Nehru Stadium|14.23
MEK Hussey|Punjab Cricket Association Stadium, Mohali|17.55
MEK Hussey|Rajiv Gandhi International Stadium, Uppal|18.66
MEK Hussey|Sardar Patel Stadium, Motera|17.83
MEK Hussey|Sawai Mansingh Stadium|16.26
MEK Hussey|Sharjah Cricket Stadium|14.38
MEK Hussey|Sheikh Zayed Stadium|13.86
MEK Hussey|Subrata Roy Sahara Stadium|14.01
MEK Hussey|Vidarbha Cricket Association Stadium, Jamtha|14.23
MEK Hussey|Wankhede Stadium|15.6
MJ Guptill|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|36.22
MJ Guptill|Green Park|11.87
MJ Guptill|M Chinnaswamy Stadium|12.02
MJ Guptill|M.Chinnaswamy Stadium|25.15
MJ Guptill|Maharashtra Cricket Association Stadium|11.34
MJ Guptill|Punjab Cricket Association IS Bindra Stadium, Mohali|12.97
MJ Guptill|Rajiv Gandhi International Stadium, Uppal|11.49
MJ Guptill|Wankhede Stadium|31.65
MJ Lumb|Feroz Shah Kotla|10.55
MJ Lumb|M Chinnaswamy Stadium|11.3
MJ Lumb|MA Chidambaram Stadium, Chepauk|13.33
MJ Lumb|Punjab Cricket Association Stadium, Mohali|13.63
MJ Lumb|Sardar Patel Stadium, Motera|12.43
MJ Lumb|Sawai Mansingh Stadium|13.05
MJ Lumb|Vidarbha Cricket Association Stadium, Jamtha|11.68
MJ Lumb|Wankhede Stadium|10.55
MK Pandey|Barabati Stadium|12.21
MK Pandey|Brabourne Stadium|13.24
MK Pandey|Dr DY Patil Sports Academy|12.65
MK Pandey|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|33.7
MK Pandey|Dubai International Cricket Stadium|35.35
MK Pandey|Eden Gardens|28.7
MK Pandey|Feroz Shah Kotla|30.13
MK Pandey|Green Park|11.03
MK Pandey|JSCA International Stadium Complex|13.47
MK Pandey|Kingsmead|11.11
MK Pandey|M Chinnaswamy Stadium|13.06
MK Pandey|M.Chinnaswamy Stadium|25.75
MK Pandey|MA Chidambaram Stadium, Chepauk|41.31
MK Pandey|Maharashtra Cricket Association Stadium|27.75
MK Pandey|New Wanderers Stadium|12.91
MK Pandey|Punjab Cricket Association IS Bindra Stadium, Mohali|33.75
MK Pandey|Punjab Cricket Association Stadium, Mohali|12.38
MK Pandey|Rajiv Gandhi International Stadium, Uppal|31.5
MK Pandey|Sardar Patel Stadium, Motera|10.96
MK Pandey|Sawai Mansingh Stadium|33.89
MK Pandey|Sharjah Cricket Stadium|31.25
MK Pandey|Sheikh Zayed Stadium|31.93
MK Pandey|Subrata Roy Sahara Stadium|12.45
MK Pandey|SuperSport Park|19.51
MK Pandey|Vidarbha Cricket Association Stadium, Jamtha|10.96
MK Pandey|Wankhede Stadium|33.57
ML Hayden|Brabourne Stadium|15.07
ML Hayden|Buffalo Park|16.79
ML Hayden|De Beers Diamond Oval|17.17
ML Hayden|Dr DY Patil Sports Academy|14.51
ML Hayden|Eden Gardens|13.64
ML Hayden|Feroz Shah Kotla|20.54
ML Hayden|Himachal Pradesh Cricket Association Stadium|13.94
ML Hayden|Kingsmead|17.72
ML Hayden|M Chinnaswamy Stadium|15.26
ML Hayden|MA Chidambaram Stadium, Chepauk|15.93
ML Hayden|New Wanderers Stadium|15.67
ML Hayden|Newlands|16.87
ML Hayden|Punjab Cricket Association Stadium, Mohali|15.44
ML Hayden|Sardar Patel Stadium, Motera|14.99
ML Hayden|St George's Park|18.26
ML Hayden|SuperSport Park|16.94
ML Hayden|Vidarbha Cricket Association Stadium, Jamtha|14.99
MN van Wyk|Buffalo Park|23.98
MN van Wyk|Kingsmead|25.96
MN van Wyk|New Wanderers Stadium|21.58
MN van Wyk|St George's Park|22.92
MS Bisla|Barabati Stadium|12.93
MS Bisla|Brabourne Stadium|13.38
MS Bisla|Eden Gardens|14.13
MS Bisla|JSCA International Stadium Complex|12.6
MS Bisla|M Chinnaswamy Stadium|14.94
MS Bisla|MA Chidambaram Stadium, Chepauk|16.59
MS Bisla|Punjab Cricket Association Stadium, Mohali|13.78
MS Bisla|Rajiv Gandhi International Stadium, Uppal|13.68
MS Bisla|Sawai Mansingh Stadium|13.11
MS Bisla|Shaheed Veer Narayan Singh International Stadium|12.86
MS Bisla|Sheikh Zayed Stadium|12.78
MS Bisla|Subrata Roy Sahara Stadium|13.46
MS Bisla|Wankhede Stadium|13.83
MS Dhoni|Barabati Stadium|16.7
MS Dhoni|Buffalo Park|19.32
MS Dhoni|Dr DY Patil Sports Academy|17.0
MS Dhoni|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|37.21
MS Dhoni|Dubai International Cricket Stadium|37.12
MS Dhoni|Eden Gardens|40.1
MS Dhoni|Feroz Shah Kotla|39.05
MS Dhoni|Himachal Pradesh Cricket Association Stadium|17.22
MS Dhoni|Holkar Cricket Stadium|15.35
MS Dhoni|JSCA International Stadium Complex|17.04
MS Dhoni|Kingsmead|15.86
MS Dhoni|M Chinnaswamy Stadium|17.87
MS Dhoni|M.Chinnaswamy Stadium|38.81
MS Dhoni|MA Chidambaram Stadium, Chepauk|42.74
MS Dhoni|Maharashtra Cricket Association Stadium|39.5
MS Dhoni|Nehru Stadium|16.02
MS Dhoni|New Wanderers Stadium|16.25
MS Dhoni|Newlands|17.67
MS Dhoni|Punjab Cricket Association IS Bindra Stadium, Mohali|40.97
MS Dhoni|Punjab Cricket Association Stadium, Mohali|16.72
MS Dhoni|Rajiv Gandhi International Stadium, Uppal|36.81
MS Dhoni|Sardar Patel Stadium, Motera|16.92
MS Dhoni|Saurashtra Cricket Association Stadium|15.99
MS Dhoni|Sawai Mansingh Stadium|42.09
MS Dhoni|Shaheed Veer Narayan Singh International Stadium|17.0
MS Dhoni|Sharjah Cricket Stadium|36.89
MS Dhoni|Sheikh Zayed Stadium|37.56
MS Dhoni|St George's Park|16.44
MS Dhoni|Subrata Roy Sahara Stadium|17.64
MS Dhoni|SuperSport Park|17.92
MS Dhoni|Vidarbha Cricket Association Stadium, Jamtha|15.5
MS Dhoni|Wankhede Stadium|36.16
MS Wade|Dr DY Patil Sports Academy|1.2
MS Wade|Feroz Shah Kotla|1.69
MV Boucher|Eden Gardens|13.47
MV Boucher|Feroz Shah Kotla|12.05
MV Boucher|Kingsmead|10.52
MV Boucher|M Chinnaswamy Stadium|10.32
MV Boucher|MA Chidambaram Stadium, Chepauk|11.0
MV Boucher|Nehru Stadium|10.1
MV Boucher|New Wanderers Stadium|10.29
MV Boucher|Punjab Cricket Association Stadium, Mohali|12.65
MV Boucher|St George's Park|12.87
MV Boucher|SuperSport Park|10.44
MV Boucher|Wankhede Stadium|12.65
Misbah-ul-Haq|M Chinnaswamy Stadium|6.5
Misbah-ul-Haq|MA Chidambaram Stadium, Chepauk|5.71
Misbah-ul-Haq|Punjab Cricket Association Stadium, Mohali|6.99
Misbah-ul-Haq|Rajiv Gandhi International Stadium, Uppal|7.96
Misbah-ul-Haq|Sawai Mansingh Stadium|5.41
Mohammad Ashraful|SuperSport Park|15.92
N Pooran|Dubai International Cricket Stadium|28.3
N Pooran|M.Chinnaswamy Stadium|30.45
N Pooran|Punjab Cricket Association IS Bindra Stadium, Mohali|27.59
N Pooran|Rajiv Gandhi International Stadium, Uppal|26.08
N Pooran|Sawai Mansingh Stadium|24.5
N Pooran|Sharjah Cricket Stadium|24.33
N Pooran|Sheikh Zayed Stadium|26.08
N Saini|Feroz Shah Kotla|16.54
N Saini|Himachal Pradesh Cricket Association Stadium|15.49
N Saini|M Chinnaswamy Stadium|19.16
N Saini|MA Chidambaram Stadium, Chepauk|15.86
N Saini|Punjab Cricket Association Stadium, Mohali|16.09
N Saini|Rajiv Gandhi International Stadium, Uppal|15.56
N Saini|Wankhede Stadium|17.66
NJ Maddinson|Dubai International Cricket Stadium|4.7
NJ Maddinson|MA Chidambaram Stadium, Chepauk|4.1
NJ Maddinson|Sharjah Cricket Stadium|4.1
NS Naik|Feroz Shah Kotla|10.58
NS Naik|Punjab Cricket Association IS Bindra Stadium, Mohali|7.13
NS Naik|Rajiv Gandhi International Stadium, Uppal|8.71
NS Naik|Sheikh Zayed Stadium|9.53
NV Ojha|Brabourne Stadium|11.81
NV Ojha|De Beers Diamond Oval|11.66
NV Ojha|Dr DY Patil Sports Academy|11.89
NV Ojha|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|12.23
NV Ojha|Dubai International Cricket Stadium|11.81
NV Ojha|Eden Gardens|12.05
NV Ojha|Feroz Shah Kotla|11.95
NV Ojha|Himachal Pradesh Cricket Association Stadium|12.3
NV Ojha|JSCA International Stadium Complex|12.49
NV Ojha|Kingsmead|13.34
NV Ojha|M Chinnaswamy Stadium|12.15
NV Ojha|MA Chidambaram Stadium, Chepauk|13.22
NV Ojha|Nehru Stadium|11.06
NV Ojha|OUTsurance Oval|11.74
NV Ojha|Punjab Cricket Association Stadium, Mohali|12.6
NV Ojha|Rajiv Gandhi International Stadium, Uppal|23.6
NV Ojha|Sardar Patel Stadium, Motera|13.49
NV Ojha|Sawai Mansingh Stadium|11.99
NV Ojha|Shaheed Veer Narayan Singh International Stadium|12.26
NV Ojha|St George's Park|11.06
NV Ojha|Subrata Roy Sahara Stadium|13.16
NV Ojha|SuperSport Park|14.96
NV Ojha|Vidarbha Cricket Association Stadium, Jamtha|11.14
NV Ojha|Wankhede Stadium|11.66
OA Shah|Brabourne Stadium|12.11
OA Shah|Dr DY Patil Sports Academy|14.14
OA Shah|Eden Gardens|10.95
OA Shah|Feroz Shah Kotla|9.86
OA Shah|Holkar Cricket Stadium|11.51
OA Shah|M Chinnaswamy Stadium|14.29
OA Shah|MA Chidambaram Stadium, Chepauk|11.85
OA Shah|Rajiv Gandhi International Stadium, Uppal|11.89
OA Shah|Sardar Patel Stadium, Motera|11.21
OA Shah|Sawai Mansingh Stadium|10.74
OA Shah|Subrata Roy Sahara Stadium|10.09
OA Shah|Wankhede Stadium|15.49
P Chopra|Sawai Mansingh Stadium|7.7
P Dogra|Brabourne Stadium|7.87
P Dogra|Eden Gardens|5.32
P Dogra|Feroz Shah Kotla|6.3
P Dogra|M Chinnaswamy Stadium|5.02
P Dogra|Punjab Cricket Association Stadium, Mohali|5.06
P Dogra|Rajiv Gandhi International Stadium, Uppal|5.17
P Dogra|Sardar Patel Stadium, Motera|5.64
P Simran Singh|Dubai International Cricket Stadium|18.85
P Simran Singh|Rajiv Gandhi International Stadium, Uppal|19.73
P Simran Singh|Sheikh Zayed Stadium|17.62
PA Patel|Barabati Stadium|12.52
PA Patel|Brabourne Stadium|12.26
PA Patel|Dr DY Patil Sports Academy|13.87
PA Patel|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|12.18
PA Patel|Dubai International Cricket Stadium|13.87
PA Patel|Eden Gardens|27.92
PA Patel|Feroz Shah Kotla|30.28
PA Patel|Holkar Cricket Stadium|33.28
PA Patel|JSCA International Stadium Complex|12.41
PA Patel|Kingsmead|12.86
PA Patel|M Chinnaswamy Stadium|12.52
PA Patel|M.Chinnaswamy Stadium|22.9
PA Patel|MA Chidambaram Stadium, Chepauk|31.75
PA Patel|Maharashtra Cricket Association Stadium|35.6
PA Patel|Nehru Stadium|12.51
PA Patel|New Wanderers Stadium|14.36
PA Patel|Newlands|11.66
PA Patel|Punjab Cricket Association IS Bindra Stadium, Mohali|34.23
PA Patel|Punjab Cricket Association Stadium, Mohali|14.52
PA Patel|Rajiv Gandhi International Stadium, Uppal|28.96
PA Patel|Sardar Patel Stadium, Motera|12.86
PA Patel|Saurashtra Cricket Association Stadium|16.91
PA Patel|Sawai Mansingh Stadium|34.78
PA Patel|Sharjah Cricket Stadium|13.83
PA Patel|Sheikh Zayed Stadium|11.73
PA Patel|St George's Park|12.78
PA Patel|Subrata Roy Sahara Stadium|13.01
PA Patel|SuperSport Park|12.71
PA Patel|Wankhede Stadium|31.4
PA Reddy|Feroz Shah Kotla|5.19
PA Reddy|M Chinnaswamy Stadium|6.01
PA Reddy|Rajiv Gandhi International Stadium, Uppal|6.71
PA Reddy|Sawai Mansingh Stadium|5.26
PP Shaw|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|24.52
PP Shaw|Dubai International Cricket Stadium|22.39
PP Shaw|Eden Gardens|21.64
PP Shaw|Feroz Shah Kotla|23.74
PP Shaw|M.Chinnaswamy Stadium|24.09
PP Shaw|MA Chidambaram Stadium, Chepauk|19.89
PP Shaw|Maharashtra Cricket Association Stadium|20.76
PP Shaw|Punjab Cricket Association IS Bindra Stadium, Mohali|19.19
PP Shaw|Rajiv Gandhi International Stadium, Uppal|25.22
PP Shaw|Sawai Mansingh Stadium|26.54
PP Shaw|Sharjah Cricket Stadium|24.14
PP Shaw|Sheikh Zayed Stadium|20.06
PP Shaw|Wankhede Stadium|20.41
PR Shah|Buffalo Park|11.19
PR Shah|Feroz Shah Kotla|10.36
PR Shah|Holkar Cricket Stadium|10.74
PR Shah|Kingsmead|10.44
PR Shah|Rajiv Gandhi International Stadium, Uppal|11.11
PR Shah|SuperSport Park|11.9
PR Shah|Wankhede Stadium|11.26
PSP Handscomb|Maharashtra Cricket Association Stadium|1.12
Q de Kock|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|18.1
Q de Kock|Dubai International Cricket Stadium|46.11
Q de Kock|Eden Gardens|38.78
Q de Kock|Feroz Shah Kotla|44.75
Q de Kock|M Chinnaswamy Stadium|21.1
Q de Kock|M.Chinnaswamy Stadium|33.34
Q de Kock|MA Chidambaram Stadium, Chepauk|39.47
Q de Kock|Punjab Cricket Association IS Bindra Stadium, Mohali|51.55
Q de Kock|Rajiv Gandhi International Stadium, Uppal|43.0
Q de Kock|Saurashtra Cricket Association Stadium|19.97
Q de Kock|Sawai Mansingh Stadium|39.69
Q de Kock|Shaheed Veer Narayan Singh International Stadium|18.68
Q de Kock|Sharjah Cricket Stadium|46.4
Q de Kock|Sheikh Zayed Stadium|32.95
Q de Kock|Subrata Roy Sahara Stadium|16.67
Q de Kock|Wankhede Stadium|34.74
R Bishnoi|Kingsmead|5.82
R Bishnoi|Newlands|4.54
R Bishnoi|St George's Park|4.47
R Dravid|Dr DY Patil Sports Academy|11.22
R Dravid|Eden Gardens|10.59
R Dravid|Feroz Shah Kotla|11.58
R Dravid|Holkar Cricket Stadium|9.12
R Dravid|Kingsmead|9.72
R Dravid|M Chinnaswamy Stadium|10.56
R Dravid|MA Chidambaram Stadium, Chepauk|11.76
R Dravid|New Wanderers Stadium|11.32
R Dravid|Newlands|13.32
R Dravid|Punjab Cricket Association Stadium, Mohali|10.68
R Dravid|Rajiv Gandhi International Stadium, Uppal|11.35
R Dravid|Sawai Mansingh Stadium|11.34
R Dravid|St George's Park|10.17
R Dravid|Subrata Roy Sahara Stadium|11.6
R Dravid|SuperSport Park|9.5
R Dravid|Vidarbha Cricket Association Stadium, Jamtha|12.72
R Dravid|Wankhede Stadium|10.58
RE Levi|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.98
RE Levi|MA Chidambaram Stadium, Chepauk|10.51
RE Levi|Wankhede Stadium|7.32
RJ Quiney|Kingsmead|7.33
RJ Quiney|Newlands|5.87
RJ Quiney|OUTsurance Oval|5.83
RJ Quiney|SuperSport Park|6.58
RK Bhui|Rajiv Gandhi International Stadium, Uppal|0.35
RK Singh|Dubai International Cricket Stadium|12.59
RK Singh|Eden Gardens|11.98
RK Singh|MA Chidambaram Stadium, Chepauk|11.02
RK Singh|Rajiv Gandhi International Stadium, Uppal|15.92
RK Singh|Wankhede Stadium|11.36
RR Pant|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|51.24
RR Pant|Dubai International Cricket Stadium|37.42
RR Pant|Eden Gardens|50.86
RR Pant|Feroz Shah Kotla|50.78
RR Pant|Green Park|18.79
RR Pant|M.Chinnaswamy Stadium|55.91
RR Pant|MA Chidambaram Stadium, Chepauk|33.15
RR Pant|Maharashtra Cricket Association Stadium|58.77
RR Pant|Punjab Cricket Association IS Bindra Stadium, Mohali|48.74
RR Pant|Rajiv Gandhi International Stadium, Uppal|47.67
RR Pant|Saurashtra Cricket Association Stadium|23.67
RR Pant|Sawai Mansingh Stadium|40.85
RR Pant|Shaheed Veer Narayan Singh International Stadium|19.73
RR Pant|Sharjah Cricket Stadium|36.04
RR Pant|Sheikh Zayed Stadium|35.12
RR Pant|Wankhede Stadium|53.56
RR Rossouw|M Chinnaswamy Stadium|6.58
RR Rossouw|Wankhede Stadium|7.84
RR Sarwan|M Chinnaswamy Stadium|8.26
RR Sarwan|MA Chidambaram Stadium, Chepauk|7.44
RR Sarwan|Punjab Cricket Association Stadium, Mohali|6.46
RR Sarwan|Rajiv Gandhi International Stadium, Uppal|7.06
RS Sodhi|Punjab Cricket Association Stadium, Mohali|8.1
RT Ponting|Eden Gardens|6.04
RT Ponting|M Chinnaswamy Stadium|7.13
RT Ponting|MA Chidambaram Stadium, Chepauk|5.55
RT Ponting|Sawai Mansingh Stadium|5.63
RT Ponting|Wankhede Stadium|5.85
RV Uthappa|Barabati Stadium|18.12
RV Uthappa|Brabourne Stadium|15.71
RV Uthappa|Dr DY Patil Sports Academy|15.86
RV Uthappa|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|16.87
RV Uthappa|Dubai International Cricket Stadium|39.9
RV Uthappa|Eden Gardens|38.11
RV Uthappa|Feroz Shah Kotla|35.4
RV Uthappa|Green Park|16.19
RV Uthappa|Holkar Cricket Stadium|28.81
RV Uthappa|JSCA International Stadium Complex|17.02
RV Uthappa|Kingsmead|14.94
RV Uthappa|M Chinnaswamy Stadium|15.98
RV Uthappa|M.Chinnaswamy Stadium|30.65
RV Uthappa|MA Chidambaram Stadium, Chepauk|37.54
RV Uthappa|Maharashtra Cricket Association Stadium|16.82
RV Uthappa|New Wanderers Stadium|16.42
RV Uthappa|Newlands|14.88
RV Uthappa|Punjab Cricket Association IS Bindra Stadium, Mohali|38.17
RV Uthappa|Punjab Cricket Association Stadium, Mohali|16.1
RV Uthappa|Rajiv Gandhi International Stadium, Uppal|42.25
RV Uthappa|Sardar Patel Stadium, Motera|19.19
RV Uthappa|Sawai Mansingh Stadium|40.67
RV Uthappa|Shaheed Veer Narayan Singh International Stadium|17.09
RV Uthappa|Sharjah Cricket Stadium|35.21
RV Uthappa|Sheikh Zayed Stadium|35.63
RV Uthappa|St George's Park|14.99
RV Uthappa|Subrata Roy Sahara Stadium|16.38
RV Uthappa|SuperSport Park|15.22
RV Uthappa|Vidarbha Cricket Association Stadium, Jamtha|16.87
RV Uthappa|Wankhede Stadium|42.32
S Anirudha|Dr DY Patil Sports Academy|9.07
S Anirudha|Eden Gardens|8.17
S Anirudha|Himachal Pradesh Cricket Association Stadium|8.02
S Anirudha|MA Chidambaram Stadium, Chepauk|9.07
S Anirudha|Punjab Cricket Association Stadium, Mohali|7.94
S Anirudha|Sawai Mansingh Stadium|9.29
S Anirudha|Wankhede Stadium|8.62
S Badrinath|Brabourne Stadium|11.58
S Badrinath|De Beers Diamond Oval|11.88
S Badrinath|Dr DY Patil Sports Academy|9.7
S Badrinath|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|9.33
S Badrinath|Eden Gardens|9.38
S Badrinath|Feroz Shah Kotla|8.38
S Badrinath|Himachal Pradesh Cricket Association Stadium|11.43
S Badrinath|Kingsmead|7.85
S Badrinath|M Chinnaswamy Stadium|9.4
S Badrinath|MA Chidambaram Stadium, Chepauk|8.77
S Badrinath|Nehru Stadium|8.88
S Badrinath|New Wanderers Stadium|9.18
S Badrinath|Newlands|7.45
S Badrinath|Punjab Cricket Association Stadium, Mohali|11.09
S Badrinath|Sardar Patel Stadium, Motera|9.33
S Badrinath|Sawai Mansingh Stadium|8.58
S Badrinath|St George's Park|9.1
S Badrinath|Subrata Roy Sahara Stadium|10.0
S Badrinath|SuperSport Park|8.54
S Badrinath|Vidarbha Cricket Association Stadium, Jamtha|7.9
S Badrinath|Wankhede Stadium|9.84
S Chanderpaul|Eden Gardens|2.03
S Chanderpaul|M Chinnaswamy Stadium|1.65
S Chanderpaul|Wankhede Stadium|2.7
S Sohal|De Beers Diamond Oval|8.22
S Sohal|Dr DY Patil Sports Academy|8.52
S Sohal|Feroz Shah Kotla|10.62
S Sohal|Kingsmead|6.09
S Sohal|MA Chidambaram Stadium, Chepauk|10.17
S Sohal|Nehru Stadium|6.05
S Sohal|New Wanderers Stadium|6.65
S Sohal|OUTsurance Oval|6.2
S Sohal|Punjab Cricket Association Stadium, Mohali|5.97
S Sohal|Rajiv Gandhi International Stadium, Uppal|7.11
S Sohal|Sawai Mansingh Stadium|6.27
S Sohal|St George's Park|7.85
S Sohal|SuperSport Park|7.66
S Sohal|Wankhede Stadium|7.47
SA Asnodkar|De Beers Diamond Oval|11.26
SA Asnodkar|Dr DY Patil Sports Academy|11.15
SA Asnodkar|Eden Gardens|9.01
SA Asnodkar|Kingsmead|8.94
SA Asnodkar|MA Chidambaram Stadium, Chepauk|11.71
SA Asnodkar|Newlands|8.75
SA Asnodkar|Punjab Cricket Association Stadium, Mohali|9.31
SA Asnodkar|Sardar Patel Stadium, Motera|9.01
SA Asnodkar|Sawai Mansingh Stadium|11.62
SA Asnodkar|St George's Park|8.64
SA Asnodkar|SuperSport Park|9.43
SA Asnodkar|Wankhede Stadium|11.56
SD Lad|Wankhede Stadium|12.6
SE Marsh|Brabourne Stadium|18.38
SE Marsh|Dr DY Patil Sports Academy|14.18
SE Marsh|Eden Gardens|15.26
SE Marsh|Feroz Shah Kotla|16.03
SE Marsh|Himachal Pradesh Cricket Association Stadium|17.68
SE Marsh|Holkar Cricket Stadium|16.66
SE Marsh|M Chinnaswamy Stadium|15.29
SE Marsh|MA Chidambaram Stadium, Chepauk|17.35
SE Marsh|Maharashtra Cricket Association Stadium|14.86
SE Marsh|Punjab Cricket Association IS Bindra Stadium, Mohali|17.33
SE Marsh|Punjab Cricket Association Stadium, Mohali|16.98
SE Marsh|Rajiv Gandhi International Stadium, Uppal|17.76
SE Marsh|Sardar Patel Stadium, Motera|18.98
SE Marsh|Saurashtra Cricket Association Stadium|15.27
SE Marsh|Sawai Mansingh Stadium|14.63
SE Marsh|Wankhede Stadium|17.46
SM Katich|De Beers Diamond Oval|8.34
SM Katich|Kingsmead|8.19
SM Katich|New Wanderers Stadium|8.49
SM Katich|OUTsurance Oval|9.17
SM Katich|Punjab Cricket Association Stadium, Mohali|11.27
SM Katich|St George's Park|10.22
SM Katich|SuperSport Park|9.54
SO Hetmyer|Dubai International Cricket Stadium|20.06
SO Hetmyer|M.Chinnaswamy Stadium|25.3
SO Hetmyer|MA Chidambaram Stadium, Chepauk|18.3
SO Hetmyer|Rajiv Gandhi International Stadium, Uppal|19.88
SO Hetmyer|Sawai Mansingh Stadium|18.48
SO Hetmyer|Sharjah Cricket Stadium|22.85
SO Hetmyer|Sheikh Zayed Stadium|22.56
SP Fleming|Eden Gardens|9.17
SP Fleming|Feroz Shah Kotla|10.07
SP Fleming|MA Chidambaram Stadium, Chepauk|7.98
SP Fleming|Rajiv Gandhi International Stadium, Uppal|7.82
SP Fleming|Sawai Mansingh Stadium|6.78
SP Fleming|Wankhede Stadium|8.72
SP Goswami|Dr DY Patil Sports Academy|12.45
SP Goswami|Eden Gardens|12.83
SP Goswami|Feroz Shah Kotla|13.65
SP Goswami|Kingsmead|13.99
SP Goswami|M Chinnaswamy Stadium|14.7
SP Goswami|MA Chidambaram Stadium, Chepauk|12.75
SP Goswami|Rajiv Gandhi International Stadium, Uppal|27.69
SP Goswami|Sawai Mansingh Stadium|13.05
SP Goswami|Sheikh Zayed Stadium|17.34
SP Goswami|Wankhede Stadium|22.83
SP Jackson|Eden Gardens|8.05
SP Jackson|Rajiv Gandhi International Stadium, Uppal|8.42
SS Iyer|Brabourne Stadium|11.68
SS Iyer|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|33.38
